assertion_id,evidence_type,evidence_id,source_id,source_location,extraction_method,verification_status,applicability_status,verified_at,verified_by,notes
AST-000180,TECHNICAL_FACT,FAC-000087,SRC-000026,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000181,TECHNICAL_FACT,FAC-000088,SRC-000027,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000182,TECHNICAL_FACT,FAC-000089,SRC-000027,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000183,TECHNICAL_FACT,FAC-000090,SRC-000027,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000184,TECHNICAL_FACT,FAC-000091,SRC-000028,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000185,TECHNICAL_FACT,FAC-000092,SRC-000028,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000186,TECHNICAL_FACT,FAC-000093,SRC-000028,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000187,TECHNICAL_FACT,FAC-000094,SRC-000028,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000188,TECHNICAL_FACT,FAC-000095,SRC-000028,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000189,TECHNICAL_FACT,FAC-000096,SRC-000028,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000190,TECHNICAL_FACT,FAC-000097,SRC-000028,length_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000191,TECHNICAL_FACT,FAC-000098,SRC-000028,width_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000192,TECHNICAL_FACT,FAC-000099,SRC-000028,height_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000193,TECHNICAL_FACT,FAC-000100,SRC-000028,wheelbase_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000194,TECHNICAL_FACT,FAC-000101,SRC-000028,official_fuel_consumption_combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,Structured numeric range preserved from official source.
AST-000195,TECHNICAL_FACT,FAC-000102,SRC-000028,official_fuel_consumption_combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000196,TECHNICAL_FACT,FAC-000103,SRC-000029,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000197,TECHNICAL_FACT,FAC-000104,SRC-000029,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000198,TECHNICAL_FACT,FAC-000105,SRC-000029,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000199,TECHNICAL_FACT,FAC-000106,SRC-000029,official_fuel_consumption_combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,Structured numeric range preserved from official source.
AST-000200,TECHNICAL_FACT,FAC-000107,SRC-000031,official_fuel_consumption_combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000201,TECHNICAL_FACT,FAC-000108,SRC-000032,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000202,TECHNICAL_FACT,FAC-000109,SRC-000032,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000203,TECHNICAL_FACT,FAC-000110,SRC-000032,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000204,TECHNICAL_FACT,FAC-000111,SRC-000032,length_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000205,TECHNICAL_FACT,FAC-000112,SRC-000032,width_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000206,TECHNICAL_FACT,FAC-000113,SRC-000032,height_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000207,TECHNICAL_FACT,FAC-000114,SRC-000032,wheelbase_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000208,TECHNICAL_FACT,FAC-000115,SRC-000032,cargo_volume_l,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000209,TECHNICAL_FACT,FAC-000116,SRC-000032,seats,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000210,TECHNICAL_FACT,FAC-000117,SRC-000032,official_fuel_consumption_combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,Structured numeric range preserved from official source.
AST-000211,TECHNICAL_FACT,FAC-000118,SRC-000033,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000212,TECHNICAL_FACT,FAC-000119,SRC-000033,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000213,TECHNICAL_FACT,FAC-000120,SRC-000034,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000214,TECHNICAL_FACT,FAC-000121,SRC-000034,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000215,TECHNICAL_FACT,FAC-000122,SRC-000034,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000216,TECHNICAL_FACT,FAC-000123,SRC-000034,length_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000217,TECHNICAL_FACT,FAC-000124,SRC-000034,width_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000218,TECHNICAL_FACT,FAC-000125,SRC-000034,height_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000219,TECHNICAL_FACT,FAC-000126,SRC-000034,wheelbase_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000220,TECHNICAL_FACT,FAC-000127,SRC-000034,ground_clearance_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000221,TECHNICAL_FACT,FAC-000128,SRC-000034,cargo_volume_l,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000222,TECHNICAL_FACT,FAC-000129,SRC-000035,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000223,TECHNICAL_FACT,FAC-000130,SRC-000035,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000224,TECHNICAL_FACT,FAC-000131,SRC-000035,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000225,TECHNICAL_FACT,FAC-000132,SRC-000035,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000226,TECHNICAL_FACT,FAC-000133,SRC-000035,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000227,TECHNICAL_FACT,FAC-000134,SRC-000035,official_electric_range,MANUAL,VERIFIED,EXACT,46248,Codex/web research,Structured numeric range preserved from official source.
AST-000228,TECHNICAL_FACT,FAC-000135,SRC-000036,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000229,TECHNICAL_FACT,FAC-000136,SRC-000036,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000230,TECHNICAL_FACT,FAC-000137,SRC-000036,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000231,TECHNICAL_FACT,FAC-000138,SRC-000036,length_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000232,TECHNICAL_FACT,FAC-000139,SRC-000036,width_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000233,TECHNICAL_FACT,FAC-000140,SRC-000036,height_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000234,TECHNICAL_FACT,FAC-000141,SRC-000036,wheelbase_mm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000235,TECHNICAL_FACT,FAC-000142,SRC-000036,cargo_volume_l,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000236,TECHNICAL_FACT,FAC-000143,SRC-000036,official_fuel_consumption_combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000237,TECHNICAL_FACT,FAC-000144,SRC-000037,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000238,TECHNICAL_FACT,FAC-000145,SRC-000037,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000239,TECHNICAL_FACT,FAC-000146,SRC-000037,battery_capacity_reported_kwh,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000240,TECHNICAL_FACT,FAC-000147,SRC-000037,official_electric_range,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000241,TECHNICAL_FACT,FAC-000148,SRC-000037,official_energy_consumption_combined,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000242,TECHNICAL_FACT,FAC-000149,SRC-000037,Motor Özellikleri / DC şarj,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000243,TECHNICAL_FACT,FAC-000150,SRC-000038,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000244,TECHNICAL_FACT,FAC-000151,SRC-000038,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000245,TECHNICAL_FACT,FAC-000152,SRC-000038,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,SCALE_BATCH_01 reviewer gate; official Turkey source.
AST-000246,TECHNICAL_FACT,FAC-000153,SRC-000042,technical specifications p.2,MANUAL,VERIFIED,EXACT,46248,Codex/web research,POST_BATCH01_HARDENING reviewer gate; exact official Turkey Forester 2.0i Style technical sheet.
AST-000247,TECHNICAL_FACT,FAC-000154,SRC-000040,engine_displacement_cc,MANUAL,VERIFIED,EXACT,46248,Codex/web research,POST_BATCH01_HARDENING reviewer gate; official Turkey Scala model/comparison evidence.
AST-000248,TECHNICAL_FACT,FAC-000155,SRC-000040,power_kw,MANUAL,VERIFIED,EXACT,46248,Codex/web research,POST_BATCH01_HARDENING reviewer gate; official Turkey Scala model/comparison evidence.
AST-000249,TECHNICAL_FACT,FAC-000156,SRC-000040,torque_nm,MANUAL,VERIFIED,EXACT,46248,Codex/web research,POST_BATCH01_HARDENING reviewer gate; official Turkey Scala model/comparison evidence.
AST-000250,EQUIPMENT_FACT,EQP-000094,SRC-000026,trim equipment: aeb,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000251,EQUIPMENT_FACT,EQP-000095,SRC-000026,trim equipment: lane_keep_assist,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000252,EQUIPMENT_FACT,EQP-000096,SRC-000026,trim equipment: parking_sensors_rear,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000253,EQUIPMENT_FACT,EQP-000097,SRC-000026,trim equipment: reversing_camera,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000254,EQUIPMENT_FACT,EQP-000098,SRC-000026,trim equipment: apple_carplay,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000255,EQUIPMENT_FACT,EQP-000099,SRC-000026,trim equipment: android_auto,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000256,EQUIPMENT_FACT,EQP-000100,SRC-000026,trim equipment: aeb,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000257,EQUIPMENT_FACT,EQP-000101,SRC-000026,trim equipment: lane_keep_assist,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000258,EQUIPMENT_FACT,EQP-000102,SRC-000026,trim equipment: parking_sensors_rear,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000259,EQUIPMENT_FACT,EQP-000103,SRC-000026,trim equipment: reversing_camera,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000260,EQUIPMENT_FACT,EQP-000104,SRC-000026,trim equipment: apple_carplay,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000261,EQUIPMENT_FACT,EQP-000105,SRC-000026,trim equipment: android_auto,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000262,EQUIPMENT_FACT,EQP-000106,SRC-000026,trim equipment: aeb,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000263,EQUIPMENT_FACT,EQP-000107,SRC-000026,trim equipment: lane_keep_assist,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000264,EQUIPMENT_FACT,EQP-000108,SRC-000026,trim equipment: parking_sensors_rear,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000265,EQUIPMENT_FACT,EQP-000109,SRC-000026,trim equipment: reversing_camera,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000266,EQUIPMENT_FACT,EQP-000110,SRC-000026,trim equipment: apple_carplay,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000267,EQUIPMENT_FACT,EQP-000111,SRC-000026,trim equipment: android_auto,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000268,EQUIPMENT_FACT,EQP-000112,SRC-000032,trim equipment: aeb,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000269,EQUIPMENT_FACT,EQP-000113,SRC-000032,trim equipment: adaptive_cruise_control,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000270,EQUIPMENT_FACT,EQP-000114,SRC-000032,trim equipment: lane_keep_assist,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000271,EQUIPMENT_FACT,EQP-000115,SRC-000032,trim equipment: isofix_rear,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000272,EQUIPMENT_FACT,EQP-000116,SRC-000032,trim equipment: reversing_camera,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000273,EQUIPMENT_FACT,EQP-000117,SRC-000032,trim equipment: apple_carplay,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000274,EQUIPMENT_FACT,EQP-000118,SRC-000032,trim equipment: android_auto,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000275,EQUIPMENT_FACT,EQP-000119,SRC-000032,trim equipment: aeb,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000276,EQUIPMENT_FACT,EQP-000120,SRC-000032,trim equipment: adaptive_cruise_control,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000277,EQUIPMENT_FACT,EQP-000121,SRC-000032,trim equipment: lane_keep_assist,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000278,EQUIPMENT_FACT,EQP-000122,SRC-000032,trim equipment: isofix_rear,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000279,EQUIPMENT_FACT,EQP-000123,SRC-000032,trim equipment: reversing_camera,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000280,EQUIPMENT_FACT,EQP-000124,SRC-000032,trim equipment: apple_carplay,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000281,EQUIPMENT_FACT,EQP-000125,SRC-000032,trim equipment: android_auto,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000282,EQUIPMENT_FACT,EQP-000126,SRC-000034,trim equipment: aeb,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000283,EQUIPMENT_FACT,EQP-000127,SRC-000034,trim equipment: adaptive_cruise_control,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000284,EQUIPMENT_FACT,EQP-000128,SRC-000034,trim equipment: lane_keep_assist,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000285,EQUIPMENT_FACT,EQP-000129,SRC-000034,trim equipment: blind_spot_monitor,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000286,EQUIPMENT_FACT,EQP-000130,SRC-000034,trim equipment: rear_cross_traffic_alert,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000287,EQUIPMENT_FACT,EQP-000131,SRC-000034,trim equipment: reversing_camera,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000288,EQUIPMENT_FACT,EQP-000132,SRC-000035,trim equipment: aeb,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000289,EQUIPMENT_FACT,EQP-000133,SRC-000035,trim equipment: lane_keep_assist,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000290,EQUIPMENT_FACT,EQP-000134,SRC-000035,trim equipment: parking_sensors_rear,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000291,EQUIPMENT_FACT,EQP-000135,SRC-000035,trim equipment: reversing_camera,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000292,EQUIPMENT_FACT,EQP-000136,SRC-000035,trim equipment: apple_carplay,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000293,EQUIPMENT_FACT,EQP-000137,SRC-000035,trim equipment: android_auto,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000294,EQUIPMENT_FACT,EQP-000138,SRC-000035,trim equipment: aeb,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000295,EQUIPMENT_FACT,EQP-000139,SRC-000035,trim equipment: lane_keep_assist,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000296,EQUIPMENT_FACT,EQP-000140,SRC-000035,trim equipment: parking_sensors_rear,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000297,EQUIPMENT_FACT,EQP-000141,SRC-000035,trim equipment: reversing_camera,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000298,EQUIPMENT_FACT,EQP-000142,SRC-000035,trim equipment: apple_carplay,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000299,EQUIPMENT_FACT,EQP-000143,SRC-000035,trim equipment: android_auto,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000300,EQUIPMENT_FACT,EQP-000144,SRC-000036,trim equipment: aeb,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000301,EQUIPMENT_FACT,EQP-000145,SRC-000036,trim equipment: adaptive_cruise_control,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000302,EQUIPMENT_FACT,EQP-000146,SRC-000036,trim equipment: lane_keep_assist,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000303,EQUIPMENT_FACT,EQP-000147,SRC-000036,trim equipment: blind_spot_monitor,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000304,EQUIPMENT_FACT,EQP-000148,SRC-000036,trim equipment: rear_cross_traffic_alert,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000305,EQUIPMENT_FACT,EQP-000149,SRC-000037,trim equipment: adaptive_cruise_control,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000306,EQUIPMENT_FACT,EQP-000150,SRC-000037,trim equipment: parking_sensors_rear,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000307,EQUIPMENT_FACT,EQP-000151,SRC-000037,trim equipment: parking_sensors_front,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000308,EQUIPMENT_FACT,EQP-000152,SRC-000037,trim equipment: reversing_camera,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000309,EQUIPMENT_FACT,EQP-000153,SRC-000037,trim equipment: apple_carplay,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000310,EQUIPMENT_FACT,EQP-000154,SRC-000037,trim equipment: android_auto,MANUAL,VERIFIED,EXACT,46248,Codex/web research,
AST-000311,TECHNICAL_FACT,FAC-000157,SRC-000053,2026 official technical sheet,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000312,TECHNICAL_FACT,FAC-000158,SRC-000053,2026 official technical sheet,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000313,TECHNICAL_FACT,FAC-000159,SRC-000053,2026 official technical sheet,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000314,TECHNICAL_FACT,FAC-000160,SRC-000053,2026 official technical sheet,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000315,TECHNICAL_FACT,FAC-000161,SRC-000053,2026 official technical sheet,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000316,TECHNICAL_FACT,FAC-000162,SRC-000053,2026 official technical sheet,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000317,TECHNICAL_FACT,FAC-000163,SRC-000053,2026 official technical sheet,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000318,TECHNICAL_FACT,FAC-000164,SRC-000053,2026 official technical sheet,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000319,TECHNICAL_FACT,FAC-000165,SRC-000047,capacity semantics not gross/usable,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000320,TECHNICAL_FACT,FAC-000166,SRC-000047,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000321,TECHNICAL_FACT,FAC-000167,SRC-000047,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000322,TECHNICAL_FACT,FAC-000168,SRC-000047,DC fast charge 10-80%,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000323,TECHNICAL_FACT,FAC-000169,SRC-000047,capacity semantics not gross/usable,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000324,TECHNICAL_FACT,FAC-000170,SRC-000047,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000325,TECHNICAL_FACT,FAC-000171,SRC-000047,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000326,TECHNICAL_FACT,FAC-000172,SRC-000047,DC fast charge 10-80%,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000327,TECHNICAL_FACT,FAC-000173,SRC-000048,reported battery capacity,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000328,TECHNICAL_FACT,FAC-000174,SRC-000048,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000329,TECHNICAL_FACT,FAC-000175,SRC-000048,WLTP combined,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000330,TECHNICAL_FACT,FAC-000176,SRC-000050,reported battery capacity,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000331,TECHNICAL_FACT,FAC-000177,SRC-000050,350 kW DC 10-80%,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000332,TECHNICAL_FACT,FAC-000178,SRC-000050,Turkey trim-specific seating,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000333,TECHNICAL_FACT,FAC-000179,SRC-000050,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000334,TECHNICAL_FACT,FAC-000180,SRC-000050,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000335,TECHNICAL_FACT,FAC-000181,SRC-000050,technical data,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000336,TECHNICAL_FACT,FAC-000182,SRC-000050,all rows upright,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000337,TECHNICAL_FACT,FAC-000183,SRC-000050,up to; model technical FAQ,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000338,TECHNICAL_FACT,FAC-000184,SRC-000050,reported battery capacity,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
AST-000339,TECHNICAL_FACT,FAC-000185,SRC-000050,350 kW DC 10-80%,MANUAL,VERIFIED,EXACT,46248,ChatGPT/web research,SCALE_BATCH_02 controlled ingest.
