fact_id,subject_type,subject_id,fact_key,value_type,value,unit,evidence_state,measurement_context,valid_from_model_year,valid_to_model_year,market,notes,value_min,value_max,range_semantics,source_value_semantics,source_value_raw,soc_start_pct,soc_end_pct,charge_power_context_kw
FAC-000160,GENERATION,GEN-000025,wheelbase_mm,NUMBER,2850,mm,VERIFIED,2026 official technical sheet,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000161,GENERATION,GEN-000025,ground_clearance_mm,NUMBER,215.3,mm,VERIFIED,2026 official technical sheet,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000162,CONFIGURATION,CFG-000031,seats,NUMBER,5,count,VERIFIED,2026 official technical sheet,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000163,CONFIGURATION,CFG-000031,cargo_volume_l,NUMBER,573,L,VERIFIED,2026 official technical sheet,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000164,CONFIGURATION,CFG-000031,official_fuel_consumption_combined,NUMBER,10.8,L/100km,VERIFIED,2026 official technical sheet,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000165,POWERTRAIN,PWR-000029,battery_capacity_reported_kwh,NUMBER,42,kWh,VERIFIED,capacity semantics not gross/usable,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000166,CONFIGURATION,CFG-000033,official_electric_range,NUMBER,327,km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000167,CONFIGURATION,CFG-000033,official_energy_consumption_combined,NUMBER,14.3,kWh/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000168,CONFIGURATION,CFG-000033,dc_charge_time_min,NUMBER,30,min,VERIFIED,DC fast charge 10-80%,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,10,80,350
FAC-000169,POWERTRAIN,PWR-000030,battery_capacity_reported_kwh,NUMBER,49,kWh,VERIFIED,capacity semantics not gross/usable,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000170,CONFIGURATION,CFG-000034,official_electric_range,NUMBER,360,km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000171,CONFIGURATION,CFG-000034,official_energy_consumption_combined,NUMBER,15.1,kWh/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000172,CONFIGURATION,CFG-000034,dc_charge_time_min,NUMBER,30,min,VERIFIED,DC fast charge 10-80%,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,10,80,350
FAC-000173,POWERTRAIN,PWR-000031,battery_capacity_reported_kwh,NUMBER,53,kWh,VERIFIED,reported battery capacity,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000174,CONFIGURATION,CFG-000035,official_electric_range,NUMBER,429,km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000175,CONFIGURATION,CFG-000035,official_energy_consumption_combined,NUMBER,13.9,kWh/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000176,POWERTRAIN,PWR-000033,battery_capacity_reported_kwh,NUMBER,110.3,kWh,VERIFIED,reported battery capacity,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000177,CONFIGURATION,CFG-000037,dc_charge_time_min,NUMBER,24,min,VERIFIED,350 kW DC 10-80%,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,10,80,350
FAC-000178,CONFIGURATION,CFG-000037,seats,NUMBER,7,count,VERIFIED,Turkey trim-specific seating,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000179,GENERATION,GEN-000030,length_mm,NUMBER,5060,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000180,GENERATION,GEN-000030,width_mm,NUMBER,1980,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000181,GENERATION,GEN-000030,height_mm,NUMBER,1790,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000182,CONFIGURATION,CFG-000037,cargo_volume_l,NUMBER,338,L,VERIFIED,all rows upright,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000183,CONFIGURATION,CFG-000037,towing_braked_kg,NUMBER,2500,kg,VERIFIED,up to; model technical FAQ,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000184,POWERTRAIN,PWR-000034,battery_capacity_reported_kwh,NUMBER,110.3,kWh,VERIFIED,reported battery capacity,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000185,CONFIGURATION,CFG-000038,dc_charge_time_min,NUMBER,24,min,VERIFIED,350 kW DC 10-80%,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,10,80,350
FAC-000186,CONFIGURATION,CFG-000038,seats,NUMBER,6,count,VERIFIED,Turkey trim-specific seating,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000187,GENERATION,GEN-000030,length_mm,NUMBER,5060,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000188,GENERATION,GEN-000030,width_mm,NUMBER,1980,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000189,GENERATION,GEN-000030,height_mm,NUMBER,1790,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000190,CONFIGURATION,CFG-000038,cargo_volume_l,NUMBER,338,L,VERIFIED,all rows upright,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000191,CONFIGURATION,CFG-000038,towing_braked_kg,NUMBER,2500,kg,VERIFIED,up to; model technical FAQ,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000192,CONFIGURATION,CFG-000039,seats,NUMBER,9,count,VERIFIED,official Turkey product page,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000193,GENERATION,GEN-000033,length_mm,NUMBER,4403,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000194,GENERATION,GEN-000033,width_mm,NUMBER,1848,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000195,GENERATION,GEN-000033,height_mm,NUMBER,1880,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000196,GENERATION,GEN-000033,wheelbase_mm,NUMBER,2785,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000197,CONFIGURATION,CFG-000041,official_fuel_consumption_combined,NUMBER,5.8,L/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000198,CONFIGURATION,CFG-000041,seats,NUMBER,5,count,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000199,CONFIGURATION,CFG-000041,cargo_volume_l,NUMBER,775,L,VERIFIED,parcel shelf level,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000200,GENERATION,GEN-000033,length_mm,NUMBER,4403,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000201,GENERATION,GEN-000033,width_mm,NUMBER,1848,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000202,GENERATION,GEN-000033,height_mm,NUMBER,1880,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000203,GENERATION,GEN-000033,wheelbase_mm,NUMBER,2785,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000204,CONFIGURATION,CFG-000042,official_fuel_consumption_combined,NUMBER,5.9,L/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000205,CONFIGURATION,CFG-000042,seats,NUMBER,5,count,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000206,CONFIGURATION,CFG-000042,cargo_volume_l,NUMBER,775,L,VERIFIED,parcel shelf level,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000207,GENERATION,GEN-000034,length_mm,NUMBER,4403,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000208,GENERATION,GEN-000034,width_mm,NUMBER,1848,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000209,GENERATION,GEN-000034,height_mm,NUMBER,1880,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000210,GENERATION,GEN-000034,wheelbase_mm,NUMBER,2785,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000211,CONFIGURATION,CFG-000043,official_fuel_consumption_combined,NUMBER,5.8,L/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000212,CONFIGURATION,CFG-000043,seats,NUMBER,3,count,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000213,GENERATION,GEN-000034,length_mm,NUMBER,4403,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000214,GENERATION,GEN-000034,width_mm,NUMBER,1848,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000215,GENERATION,GEN-000034,height_mm,NUMBER,1880,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000216,GENERATION,GEN-000034,wheelbase_mm,NUMBER,2785,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000217,CONFIGURATION,CFG-000044,official_fuel_consumption_combined,NUMBER,5.9,L/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000218,CONFIGURATION,CFG-000044,seats,NUMBER,3,count,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000219,POWERTRAIN,PWR-000041,battery_capacity_reported_kwh,NUMBER,71.8,kWh,VERIFIED,capacity semantics not gross/usable,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000220,CONFIGURATION,CFG-000045,official_electric_range,NUMBER,440,km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000221,CONFIGURATION,CFG-000045,official_energy_consumption_combined,NUMBER,18.7,kWh/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000222,CONFIGURATION,CFG-000045,dc_charge_time_min,NUMBER,20,min,VERIFIED,DC 30-80%,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,30,80,180
FAC-000223,CONFIGURATION,CFG-000045,cargo_volume_l,NUMBER,520,L,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000224,CONFIGURATION,CFG-000045,towing_braked_kg,NUMBER,750,kg,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000225,POWERTRAIN,PWR-000042,battery_capacity_reported_kwh,NUMBER,91.3,kWh,VERIFIED,capacity semantics not gross/usable,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000226,CONFIGURATION,CFG-000046,official_electric_range,NUMBER,502,km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000227,CONFIGURATION,CFG-000046,official_energy_consumption_combined,NUMBER,21.9,kWh/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000228,CONFIGURATION,CFG-000046,dc_charge_time_min,NUMBER,18,min,VERIFIED,DC 30-80%,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,30,80,230
FAC-000229,CONFIGURATION,CFG-000046,cargo_volume_l,NUMBER,520,L,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000230,CONFIGURATION,CFG-000046,towing_braked_kg,NUMBER,1500,kg,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000231,POWERTRAIN,PWR-000043,battery_capacity_reported_kwh,NUMBER,66.5,kWh,VERIFIED,brochure states net 64.6 / gross 66.5; reported field used conservatively,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000232,CONFIGURATION,CFG-000047,official_electric_range,NUMBER,,km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,423,462,MIN_MAX,EXACT_RANGE,423-462,,,
FAC-000233,CONFIGURATION,CFG-000047,official_energy_consumption_combined,NUMBER,,kWh/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,15.7,17.4,MIN_MAX,EXACT_RANGE,15.7-17.4,,,
FAC-000234,POWERTRAIN,PWR-000044,battery_capacity_reported_kwh,NUMBER,66.5,kWh,VERIFIED,brochure states net 64.6 / gross 66.5; reported field used conservatively,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000235,CONFIGURATION,CFG-000048,official_electric_range,NUMBER,,km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,399,432,MIN_MAX,EXACT_RANGE,399-432,,,
FAC-000236,CONFIGURATION,CFG-000048,official_energy_consumption_combined,NUMBER,,kWh/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,16.8,18.5,MIN_MAX,EXACT_RANGE,16.8-18.5,,,
FAC-000237,CONFIGURATION,CFG-000049,official_electric_range,NUMBER,,km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,483,500,MIN_MAX,EXACT_RANGE,483-500,,,
FAC-000238,CONFIGURATION,CFG-000049,official_energy_consumption_combined,NUMBER,,kWh/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,17.9,18.5,MIN_MAX,EXACT_RANGE,17.9-18.5,,,
FAC-000239,CONFIGURATION,CFG-000049,dc_charge_time_min,NUMBER,30,min,VERIFIED,DC fast charge; brochure interval,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,20,80,160
FAC-000240,GENERATION,GEN-000038,length_mm,NUMBER,3645,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000241,GENERATION,GEN-000038,width_mm,NUMBER,1645,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000242,GENERATION,GEN-000038,height_mm,NUMBER,1720,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000243,GENERATION,GEN-000038,wheelbase_mm,NUMBER,2250,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000244,GENERATION,GEN-000038,ground_clearance_mm,NUMBER,210,mm,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000245,CONFIGURATION,CFG-000050,seats,NUMBER,4,count,VERIFIED,,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000246,CONFIGURATION,CFG-000050,cargo_volume_l,NUMBER,85,L,VERIFIED,rear seats upright,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000247,CONFIGURATION,CFG-000050,official_fuel_consumption_combined,NUMBER,8.1,L/100km,VERIFIED,WLTP combined,,,TR,SCALE_BATCH_02 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000248,GENERATION,GEN-000043,length_mm,NUMBER,4239,mm,VERIFIED,official configurator dimensions,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000249,GENERATION,GEN-000043,width_mm,NUMBER,1797,mm,VERIFIED,official configurator dimensions,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000250,GENERATION,GEN-000043,height_mm,NUMBER,1575,mm,VERIFIED,official configurator dimensions,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000251,CONFIGURATION,CFG-000055,seats,NUMBER,5,count,VERIFIED,official configurator,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000252,CONFIGURATION,CFG-000055,official_fuel_consumption_combined,NUMBER,5.9,L/100km,VERIFIED,WLTP combined,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000253,GENERATION,GEN-000046,length_mm,NUMBER,4172,mm,VERIFIED,March 2026 technical PDF,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000254,GENERATION,GEN-000046,width_mm,NUMBER,1765,mm,VERIFIED,March 2026 technical PDF,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000255,GENERATION,GEN-000046,height_mm,NUMBER,1595,mm,VERIFIED,March 2026 technical PDF,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000256,GENERATION,GEN-000046,wheelbase_mm,NUMBER,2560,mm,VERIFIED,March 2026 technical PDF,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000257,CONFIGURATION,CFG-000058,seats,NUMBER,5,count,VERIFIED,official specs,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000258,CONFIGURATION,CFG-000058,cargo_volume_l,NUMBER,397,L,VERIFIED,rear seats upright,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000259,CONFIGURATION,CFG-000058,official_fuel_consumption_combined,NUMBER,4.6,L/100km,VERIFIED,WLTP combined,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000260,POWERTRAIN,PWR-000058,battery_capacity_reported_kwh,NUMBER,44,kWh,VERIFIED,capacity unqualified,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000261,CONFIGURATION,CFG-000062,official_electric_range,NUMBER,320,km,VERIFIED,WLTP combined,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000262,CONFIGURATION,CFG-000062,dc_charge_time_min,NUMBER,26,min,VERIFIED,DC 100 kW 20-80%,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,20,80,100
FAC-000263,GENERATION,GEN-000051,length_mm,NUMBER,4713,mm,VERIFIED,current inventory technical data,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000264,GENERATION,GEN-000051,width_mm,NUMBER,1827,mm,VERIFIED,current inventory technical data,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000265,GENERATION,GEN-000051,height_mm,NUMBER,1440,mm,VERIFIED,current inventory technical data,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000266,CONFIGURATION,CFG-000063,official_fuel_consumption_combined,NUMBER,7.3,L/100km,VERIFIED,current inventory average,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000267,GENERATION,GEN-000052,length_mm,NUMBER,3620,mm,VERIFIED,official distributor technical table,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000268,GENERATION,GEN-000052,width_mm,NUMBER,1652,mm,VERIFIED,official distributor technical table,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000269,GENERATION,GEN-000052,height_mm,NUMBER,1577,mm,VERIFIED,official distributor technical table,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000270,GENERATION,GEN-000052,wheelbase_mm,NUMBER,2400,mm,VERIFIED,official distributor technical table,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000271,GENERATION,GEN-000052,ground_clearance_mm,NUMBER,140,mm,VERIFIED,official distributor technical table,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000272,CONFIGURATION,CFG-000064,seats,NUMBER,4,count,VERIFIED,official technical table,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000273,CONFIGURATION,CFG-000064,cargo_volume_l,NUMBER,210,L,VERIFIED,official technical table,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000274,POWERTRAIN,PWR-000060,battery_capacity_reported_kwh,NUMBER,41,kWh,VERIFIED,reported capacity,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,BATTERY_CAPACITY_UNQUALIFIED,,,,
FAC-000275,CONFIGURATION,CFG-000064,official_electric_range,NUMBER,258,km,VERIFIED,WLTP combined,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000276,CONFIGURATION,CFG-000064,dc_charge_time_min,NUMBER,36,min,VERIFIED,DC 30-80%,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,CHARGE_TIME_WITH_SOC_CONTEXT,,30,80,
FAC-000277,GENERATION,GEN-000053,length_mm,NUMBER,4700,mm,VERIFIED,2026 official manual,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000278,GENERATION,GEN-000053,width_mm,NUMBER,1890,mm,VERIFIED,2026 official manual,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000279,GENERATION,GEN-000053,height_mm,NUMBER,1710,mm,VERIFIED,2026 official manual,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000280,GENERATION,GEN-000054,length_mm,NUMBER,4708,mm,VERIFIED,live Turkey specifications,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000281,GENERATION,GEN-000054,width_mm,NUMBER,1902,mm,VERIFIED,live Turkey specifications,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000282,GENERATION,GEN-000054,height_mm,NUMBER,1655,mm,VERIFIED,live Turkey specifications,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000283,GENERATION,GEN-000054,wheelbase_mm,NUMBER,2865,mm,VERIFIED,live Turkey specifications,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000284,CONFIGURATION,CFG-000066,seats,NUMBER,5,count,VERIFIED,live Turkey B5 AWD specifications,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000285,CONFIGURATION,CFG-000066,cargo_volume_l,NUMBER,483,L,VERIFIED,live Turkey B5 AWD specifications,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000286,CONFIGURATION,CFG-000066,official_fuel_consumption_combined,NUMBER,7.6,L/100km,VERIFIED,live Turkey B5 AWD specifications,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000287,CONFIGURATION,CFG-000066,towing_braked_kg,NUMBER,2400,kg,VERIFIED,live Turkey B5 AWD specifications,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000288,GENERATION,GEN-000055,length_mm,NUMBER,4500,mm,VERIFIED,official Turkey brochure,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000289,GENERATION,GEN-000055,width_mm,NUMBER,1842,mm,VERIFIED,official Turkey brochure,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000290,GENERATION,GEN-000055,height_mm,NUMBER,1705,mm,VERIFIED,official Turkey brochure,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
FAC-000291,GENERATION,GEN-000055,wheelbase_mm,NUMBER,2670,mm,VERIFIED,official Turkey brochure,2026,,TR,SCALE_BATCH_03 P0 evidence.,,,NONE,EXACT_SCALAR,,,,
