decision,categoryId,brand,exactModel,originSegment,asin,canonicalAmazonUrl,currentAvailability,volatilePrice,seller,fulfillment,retrievedAt,manufacturerUrl,turkiyeApplicability,categoryIdentity,confidence,blockerOrReason
"CATALOG_CANDIDATE_READY","FOOD_PROCESSOR","Karaca","x Refika Mastermaid Power 10 in 1 Swiss Cream","DOMESTIC_TURKIYE_ROOTED_BRAND","B0DG96G4CT","https://www.amazon.com.tr/dp/B0DG96G4CT","ACTIVE_SEARCH_CARD_WITH_PRICE","3.999,00 TL","","","2026-09-05T01:04:23.253Z","https://www.karaca.com/urun/karaca-x-refika-birgul-mastermaid-power-10-in-1-mutfak-robotu-swiss-cream-2000w","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","FOOD_PROCESSOR","Homend","Functionall 2851H","DOMESTIC_TURKIYE_ROOTED_BRAND","B0GJ5TRH59","https://www.amazon.com.tr/dp/B0GJ5TRH59","ACTIVE_SEARCH_CARD_WITH_PRICE","2.518,99 TL","","","2026-09-05T01:04:23.253Z","https://www.homend.com.tr/urun/homend-functionall-2851h-mutfak-robotu-antrasit-siyah","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"REJECTED_WRONG_CATEGORY","FOOD_PROCESSOR","","Philips HR1502/00 Doğrayıcı","","B0GNS9H9GH","https://www.amazon.com.tr/dp/B0GNS9H9GH","ACTIVE_SEARCH_CARD","2.249,00 TL","","","2026-09-05T01:04:23.253Z","","NOT_PROVEN_OR_NOT_APPLICABLE","REJECTED","","Philips identifies HR1502/00 as a chopper, not the governed food-processor type."
"REJECTED_WRONG_CATEGORY","FREESTANDING_COOKER","","Arçelik FM 668 TW solo fırın komütatörü","","B0DYVQHS8P","https://www.amazon.com.tr/dp/B0DYVQHS8P","ACTIVE_SEARCH_CARD","1.228,00 TL","","","2026-09-05T01:04:29.254Z","","NOT_PROVEN_OR_NOT_APPLICABLE","REJECTED","","Spare switch, not a freestanding cooker."
"REJECTED_WRONG_CATEGORY","FREESTANDING_COOKER","","Kumtel B66-SF2 ankastre fırın","","B0FWRVBWPF","https://www.amazon.com.tr/dp/B0FWRVBWPF","ACTIVE_SEARCH_CARD","7.963,99 TL","","","2026-09-05T01:04:29.254Z","","NOT_PROVEN_OR_NOT_APPLICABLE","REJECTED","","Built-in oven, not a freestanding cooker with hob."
"CATALOG_CANDIDATE_READY","FREEZER","Kumtel","HFR-100","DOMESTIC_TURKIYE_ROOTED_BRAND","B0DYFCH1K5","https://www.amazon.com.tr/dp/B0DYFCH1K5","ACTIVE_SEARCH_CARD_WITH_PRICE","10.999,00 TL","","","2026-09-05T01:04:30.580Z","https://www.kumtel.com/hfr-100","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","FREEZER","Arçelik","2298 JEMG","DOMESTIC_TURKIYE_ROOTED_BRAND","B0G5PWJY1S","https://www.amazon.com.tr/dp/B0G5PWJY1S","ACTIVE_SEARCH_CARD_WITH_PRICE","42.930,91 TL","","","2026-09-05T01:04:30.580Z","https://www.arcelik.com.tr/sandik-tipi-derin-dondurucu/2298-jemg-derin-dondurucu","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"PENDING_EXACT_MANUFACTURER_TURKIYE_EVIDENCE","FREEZER","","Vestel CDM601 E Dikey Derin Dondurucu","","B0CZP4HKRR","https://www.amazon.com.tr/dp/B0CZP4HKRR","ACTIVE_SEARCH_CARD","26.999,00 TL","","","2026-09-05T01:04:30.580Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","Exact manufacturer model evidence was not located in the bounded pass."
"CATALOG_CANDIDATE_READY","FULLY_AUTOMATIC_ESPRESSO_MACHINE","Tchibo","Esperto2 Caffè Granit Siyah / article 176321478579","IMPORTED_OR_GLOBAL_BRAND","B0BZJ63RHF","https://www.amazon.com.tr/dp/B0BZJ63RHF","ACTIVE_SEARCH_CARD_WITH_PRICE","14.499,00 TL","","","2026-09-05T01:04:32.226Z","https://www.tchibo.com.tr/products/200762047863/esperto2-caffe-tam-otomatik-kahve-makinesi?article_id=176321478579","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","FULLY_AUTOMATIC_ESPRESSO_MACHINE","Grundig","KVA 7230 Delisia Coffee","IMPORTED_OR_GLOBAL_BRAND","B0CN1VPF99","https://www.amazon.com.tr/dp/B0CN1VPF99","ACTIVE_SEARCH_CARD_WITH_PRICE","16.999,00 TL","","","2026-09-05T01:04:32.226Z","https://www.grundig.com.tr/espresso-makinesi/kva-7230-delisia-coffee-tam-otomatik-kahve-makinesi","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","FULLY_AUTOMATIC_ESPRESSO_MACHINE","Philips","EP5547/90","IMPORTED_OR_GLOBAL_BRAND","B0CZ7D5DTQ","https://www.amazon.com.tr/dp/B0CZ7D5DTQ","ACTIVE_SEARCH_CARD_WITH_PRICE","22.599,00 TL","","","2026-09-05T01:04:32.226Z","https://www.philips.com.tr/c-p/EP5547_90/5500-serisi-tam-otomatik-espresso-makinesi","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","FULLY_AUTOMATIC_ESPRESSO_MACHINE","Philips","EP3343/50","IMPORTED_OR_GLOBAL_BRAND","B0CZY1V3XP","https://www.amazon.com.tr/dp/B0CZY1V3XP","ACTIVE_SEARCH_CARD_WITH_PRICE","15.899,00 TL","","","2026-09-05T01:04:32.226Z","https://www.philips.com.tr/c-p/EP3343_50/series-3300-fully-automatic-espresso-machine","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"PENDING_EXACT_MANUFACTURER_TURKIYE_EVIDENCE","FULLY_AUTOMATIC_ESPRESSO_MACHINE","","De'Longhi ECAM292.81.B Magnifica Evo","","B09CGRQ965","https://www.amazon.com.tr/dp/B09CGRQ965","ACTIVE_SEARCH_CARD","25.999,00 TL","","","2026-09-05T01:04:32.226Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","Exact Türkiye market and manufacturer after-sales applicability were not proven."
"REJECTED_UNAVAILABLE","FULLY_AUTOMATIC_ESPRESSO_MACHINE","","Philips EP2331/10","","B0CRDM9HY1","https://www.amazon.com.tr/dp/B0CRDM9HY1","UNAVAILABLE_SEARCH_CARD","","","","2026-09-05T01:04:32.226Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","Exact product card was present but no current offer was visible."
"CATALOG_CANDIDATE_READY","HOB","Luxell","LX-40TAHDF Opall Siyah","DOMESTIC_TURKIYE_ROOTED_BRAND","B0DGLCL773","https://www.amazon.com.tr/dp/B0DGLCL773","ACTIVE_SEARCH_CARD_WITH_PRICE","3.650,98 TL","","","2026-09-05T01:04:33.539Z","https://www.luxell.com.tr/40-tahdf-opall-siyah-cam-ankastre-ocak","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","HOB","Kumtel","KO-40 TAHDF Antrasit","DOMESTIC_TURKIYE_ROOTED_BRAND","B0DYDLPGHF","https://www.amazon.com.tr/dp/B0DYDLPGHF","ACTIVE_SEARCH_CARD_WITH_PRICE","4.809,00 TL","","","2026-09-05T01:04:33.539Z","https://www.kumtel.com/kumtel-antrasit-cam-ankastre-ocak-ko-40-tahdf1","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","HOB","Hoover","HH64CC/TK","IMPORTED_OR_GLOBAL_BRAND","B0H21YDKTR","https://www.amazon.com.tr/dp/B0H21YDKTR","ACTIVE_SEARCH_CARD_WITH_PRICE","6.000,00 TL","","","2026-09-05T01:04:33.539Z","https://www.hoover-home.com/tr_TR/ankastre-ocaklar/33803628/hh64cc-tk/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"REJECTED_WRONG_CATEGORY","HOB","","Luxell LX-420F set üstü ocak","","B0DH4V2F6V","https://www.amazon.com.tr/dp/B0DH4V2F6V","ACTIVE_SEARCH_CARD","4.699,00 TL","","","2026-09-05T01:04:33.539Z","","NOT_PROVEN_OR_NOT_APPLICABLE","REJECTED","","Set-top installation identity is outside the built-in hob category."
"REJECTED_WRONG_CATEGORY","HOB","","2500W çift pleytli portatif elektrikli ocak","","B0FDL7L1F8","https://www.amazon.com.tr/dp/B0FDL7L1F8","ACTIVE_SEARCH_CARD","2.349,00 TL","","","2026-09-05T01:04:33.539Z","","NOT_PROVEN_OR_NOT_APPLICABLE","REJECTED","","Portable generic hotplate, not a built-in hob and no exact manufacturer model."
"CATALOG_CANDIDATE_READY","INSTANTANEOUS_ELECTRIC_WATER_HEATER","King","K7008 Ekvator","DOMESTIC_TURKIYE_ROOTED_BRAND","B08BN3MQ7D","https://www.amazon.com.tr/dp/B08BN3MQ7D","ACTIVE_SEARCH_CARD_WITH_PRICE","1.600,00 TL","","","2026-09-05T01:04:39.512Z","https://www.king.com.tr/pages/dokumanlar","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","INSTANTANEOUS_ELECTRIC_WATER_HEATER","Aura","Basic 105A6","DOMESTIC_TURKIYE_ROOTED_BRAND","B0CKLV23LT","https://www.amazon.com.tr/dp/B0CKLV23LT","ACTIVE_SEARCH_CARD_WITH_PRICE","3.097,00 TL","","","2026-09-05T01:04:39.512Z","https://www.iea.com.tr/tr/urunler/banyo-sofbenleri/aura-basic-sofben/74","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","INSTANTANEOUS_ELECTRIC_WATER_HEATER","King","K7101 Erman","DOMESTIC_TURKIYE_ROOTED_BRAND","B0FXH86FMT","https://www.amazon.com.tr/dp/B0FXH86FMT","ACTIVE_SEARCH_CARD_WITH_PRICE","1.550,00 TL","","","2026-09-05T01:04:39.512Z","https://www.king.com.tr/products/king-erman-k7101-elektri%CC%87kli%CC%87-sofben","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"PENDING_EXACT_MANUFACTURER_TURKIYE_EVIDENCE","INSTANTANEOUS_ELECTRIC_WATER_HEATER","","Aura Premium PR105 Elektrikli Şofben","","B0CKLSD258","https://www.amazon.com.tr/dp/B0CKLSD258","ACTIVE_SEARCH_CARD","5.989,00 TL","","","2026-09-05T01:04:39.512Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","Exact PR105 manufacturer configuration evidence was not located in the bounded pass."
"PENDING_EXACT_MANUFACTURER_TURKIYE_EVIDENCE","INSTANTANEOUS_ELECTRIC_WATER_HEATER","","Elektrikli Şofben 7000 Watt","","B0G6Z29V4T","https://www.amazon.com.tr/dp/B0G6Z29V4T","ACTIVE_SEARCH_CARD","1.063,05 TL","","","2026-09-05T01:04:39.512Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","No brand, exact model, or manufacturer safety/support evidence was exposed."
"CATALOG_CANDIDATE_READY","MANUAL_ESPRESSO_MACHINE","Electrolux","E6EC1-6ST","IMPORTED_OR_GLOBAL_BRAND","B0BX9FSZ7T","https://www.amazon.com.tr/dp/B0BX9FSZ7T","ACTIVE_SEARCH_CARD_WITH_PRICE","6.994,00 TL","","","2026-09-05T01:04:40.928Z","https://www.electrolux.com.tr/kitchen/small-kitchen-appliances/coffee-makers/coffee-maker/e6ec1-6st/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","MANUAL_ESPRESSO_MACHINE","Philips","BAR300/03 Baristina","IMPORTED_OR_GLOBAL_BRAND","B0D8TSNW2L","https://www.amazon.com.tr/dp/B0D8TSNW2L","ACTIVE_SEARCH_CARD_WITH_PRICE","9.499,00 TL","","","2026-09-05T01:04:40.928Z","https://www.philips.com.tr/c-p/BAR300_03/baristina-espresso-machine","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","MANUAL_ESPRESSO_MACHINE","Homend","Coffeebreak 5011H","DOMESTIC_TURKIYE_ROOTED_BRAND","B0F3CQH8M5","https://www.amazon.com.tr/dp/B0F3CQH8M5","ACTIVE_SEARCH_CARD_WITH_PRICE","4.499,00 TL","","","2026-09-05T01:04:40.928Z","https://www.homend.com.tr/urun/homend-coffeebreak-5011h-manuel-1100w-espresso-makinesi","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"PENDING_EXACT_MANUFACTURER_TURKIYE_EVIDENCE","MANUAL_ESPRESSO_MACHINE","","De'Longhi ECP31.21","","B013GDEAI0","https://www.amazon.com.tr/dp/B013GDEAI0","ACTIVE_SEARCH_CARD","11.199,60 TL","","","2026-09-05T01:04:40.928Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","Global exact model evidence alone did not establish Türkiye technical and after-sales applicability."
"PENDING_EXACT_MANUFACTURER_TURKIYE_EVIDENCE","MANUAL_ESPRESSO_MACHINE","","De'Longhi EC890.GR Dedica Duo","","B0DWFVBL9V","https://www.amazon.com.tr/dp/B0DWFVBL9V","ACTIVE_SEARCH_CARD","15.900,00 TL","","","2026-09-05T01:04:40.928Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","Global exact model evidence alone did not establish Türkiye technical and after-sales applicability."
"CATALOG_CANDIDATE_READY","RANGE_HOOD","Electrolux","KFIB19X","IMPORTED_OR_GLOBAL_BRAND","B07XFG4S98","https://www.amazon.com.tr/dp/B07XFG4S98","ACTIVE_SEARCH_CARD_WITH_PRICE","79.999,00 TL","","","2026-09-05T01:04:42.244Z","https://www.electrolux.com.tr/kitchen/cooking/cooker-hoods/island-hood/kfib19x/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","RANGE_HOOD","Teka","DF 60 Inox","IMPORTED_OR_GLOBAL_BRAND","B08912XS6J","https://www.amazon.com.tr/dp/B08912XS6J","ACTIVE_SEARCH_CARD_WITH_PRICE","6.190,00 TL","","","2026-09-05T01:04:42.244Z","https://www.teka.com/tr-tr/wp-content/uploads/sites/16/2022/08/teka-fiyat-katalogu_26.pdf","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","RANGE_HOOD","Teka","DBT 60 Siyah","IMPORTED_OR_GLOBAL_BRAND","B0C3RGBYQ6","https://www.amazon.com.tr/dp/B0C3RGBYQ6","ACTIVE_SEARCH_CARD_WITH_PRICE","6.809,00 TL","","","2026-09-05T01:04:42.244Z","https://www.teka.com/tr-tr/wp-content/uploads/sites/16/2022/08/teka-fiyat-katalogu_26.pdf","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","RANGE_HOOD","Kumtel","DA6-835 Beyaz Rustik","DOMESTIC_TURKIYE_ROOTED_BRAND","B0CBSY4Q55","https://www.amazon.com.tr/dp/B0CBSY4Q55","ACTIVE_SEARCH_CARD_WITH_PRICE","3.148,99 TL","","","2026-09-05T01:04:42.244Z","https://www.kumtel.com/ankastre-davlumbazlar","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"REJECTED_WRONG_CATEGORY","RANGE_HOOD","","Davlumbaz karbon filtre","","B0H4BVYP5F","https://www.amazon.com.tr/dp/B0H4BVYP5F","ACTIVE_SEARCH_CARD","","","","2026-09-05T01:04:42.244Z","","NOT_PROVEN_OR_NOT_APPLICABLE","REJECTED","","Replacement filter/accessory, not a range hood."
"CATALOG_CANDIDATE_READY","REFRIGERATOR","Teka","RMF 77920 SS EU / 113430009","IMPORTED_OR_GLOBAL_BRAND","B07TX2JPL6","https://www.amazon.com.tr/dp/B07TX2JPL6","ACTIVE_SEARCH_CARD_WITH_PRICE","141.990,00 TL","","","2026-09-05T01:04:43.659Z","https://www.teka.com/tr-tr/urun/rmf-77920_113430009/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","REFRIGERATOR","Samsung","RF57C510ESR/TR","IMPORTED_OR_GLOBAL_BRAND","B0DKFT7NVJ","https://www.amazon.com.tr/dp/B0DKFT7NVJ","ACTIVE_SEARCH_CARD_WITH_PRICE","95.899,00 TL","","","2026-09-05T01:04:43.659Z","https://www.samsung.com/tr/business/refrigerators/french-door/rf5000a-550l-silver-rf57c510esr-tr/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","REFRIGERATOR","Samsung","RB58DS75ESA/TR","IMPORTED_OR_GLOBAL_BRAND","B0FVYTWYXF","https://www.amazon.com.tr/dp/B0FVYTWYXF","ACTIVE_SEARCH_CARD_WITH_PRICE","62.599,00 TL","","","2026-09-05T01:04:43.659Z","https://www.samsung.com/tr/home-appliances-10-year-warranty/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","REFRIGERATOR","Arçelik","270475 MB","DOMESTIC_TURKIYE_ROOTED_BRAND","B0GC9LYM64","https://www.amazon.com.tr/dp/B0GC9LYM64","ACTIVE_SEARCH_CARD_WITH_PRICE","47.999,00 TL","","","2026-09-05T01:04:43.659Z","https://www.arcelik.com.tr/no-frost-buzdolabi/270475-mb-buzdolabi","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"PENDING_EXACT_MANUFACTURER_TURKIYE_EVIDENCE","REFRIGERATOR","","Vestel NF52111 No-Frost Buzdolabı","","B0CY5BKLN6","https://www.amazon.com.tr/dp/B0CY5BKLN6","ACTIVE_SEARCH_CARD","35.499,00 TL","","","2026-09-05T01:04:43.659Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","Exact manufacturer model corroboration was not located in the bounded pass."
"CATALOG_CANDIDATE_READY","ROBOT_VACUUM","TP-Link Tapo","RV20 Max","IMPORTED_OR_GLOBAL_BRAND","B0DQV76SR6","https://www.amazon.com.tr/dp/B0DQV76SR6","ACTIVE_SEARCH_CARD_WITH_PRICE","9.499,00 TL","","","2026-09-05T01:04:51.570Z","https://www.tp-link.com/tr/smart-home/robot-vacuum/tapo-rv20-max/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","ROBOT_VACUUM","Philips","XU5100/10","IMPORTED_OR_GLOBAL_BRAND","B0FVLZ5L9P","https://www.amazon.com.tr/dp/B0FVLZ5L9P","ACTIVE_SEARCH_CARD_WITH_PRICE","21.949,23 TL","","","2026-09-05T01:04:51.570Z","https://www.philips.com.tr/c-p/XU5100_10/homerun-5000-series-vacuum-and-mop-robot","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","ROBOT_VACUUM","Philips","XU2100/15","IMPORTED_OR_GLOBAL_BRAND","B0FVYCGMQY","https://www.amazon.com.tr/dp/B0FVYCGMQY","ACTIVE_SEARCH_CARD_WITH_PRICE","16.999,00 TL","","","2026-09-05T01:04:51.570Z","https://www.philips.com.tr/c-p/XU2100_15/2000-series/destek","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","ROBOT_VACUUM","Xiaomi","Robot Vacuum S40 Pro / OV71GL","IMPORTED_OR_GLOBAL_BRAND","B0FX5MSQFH","https://www.amazon.com.tr/dp/B0FX5MSQFH","ACTIVE_SEARCH_CARD_WITH_PRICE","17.499,00 TL","","","2026-09-05T01:04:51.570Z","https://www.mi.com/tr/product/xiaomi-robot-vacuum-s40-pro/specs/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"PENDING_EXACT_MANUFACTURER_TURKIYE_EVIDENCE","ROBOT_VACUUM","","Roborock S8 Pro Robot Süpürge","","B0F7J1BKVV","https://www.amazon.com.tr/dp/B0F7J1BKVV","ACTIVE_SEARCH_CARD","15.300,00 TL","","","2026-09-05T01:04:51.570Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","Exact Türkiye manufacturer/support and warranty applicability were not proven in the bounded pass."
"CATALOG_CANDIDATE_READY","SPLIT_AIR_CONDITIONER","Samsung","AR60F12C1KW/SK","IMPORTED_OR_GLOBAL_BRAND","B0751MGPQ3","https://www.amazon.com.tr/dp/B0751MGPQ3","ACTIVE_SEARCH_CARD_WITH_PRICE","37.999,00 TL","","","2026-09-05T01:04:53.064Z","https://www.samsung.com/tr/air-conditioners/wall-mount/ar9500t-ar70f12caawneu-ai-fast---comfort-cooling--ai-fast---comfort-cooling--comfort-drying-for-cold-free-dehumidification-ar60f12c1kw-sk/","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","SPLIT_AIR_CONDITIONER","Arçelik","09325 A","DOMESTIC_TURKIYE_ROOTED_BRAND","B0DW4F66KM","https://www.amazon.com.tr/dp/B0DW4F66KM","ACTIVE_SEARCH_CARD_WITH_PRICE","37.199,00 TL","","","2026-09-05T01:04:53.064Z","https://www.arcelik.com.tr/9000-btu-klima/09325-a-klima","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","SPLIT_AIR_CONDITIONER","Arçelik","15325 S","DOMESTIC_TURKIYE_ROOTED_BRAND","B0G5PYLMG9","https://www.amazon.com.tr/dp/B0G5PYLMG9","ACTIVE_SEARCH_CARD_WITH_PRICE","30.500,00 TL","","","2026-09-05T01:04:53.064Z","https://www.arcelik.com.tr/15000-btu-klima/15325-s-klima","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"PENDING_EXACT_CONFIGURATION_IDENTITY","SPLIT_AIR_CONDITIONER","","TCL SaveIN 12000 BTU Split Klima","","B0H6213TJL","https://www.amazon.com.tr/dp/B0H6213TJL","ACTIVE_SEARCH_CARD","29.082,85 TL","","","2026-09-05T01:04:53.064Z","","NOT_PROVEN_OR_NOT_APPLICABLE","UNRESOLVED_OR_EXCLUDED","","Amazon did not expose the exact indoor/outdoor package identifiers; a European family page could not establish the Türkiye package or installation/warranty scope."
"REJECTED_WRONG_CATEGORY","SPLIT_AIR_CONDITIONER","","Split klima hava yönlendirici","","B0GXPGGBDR","https://www.amazon.com.tr/dp/B0GXPGGBDR","ACTIVE_SEARCH_CARD","430,10 TL","","","2026-09-05T01:04:53.064Z","","NOT_PROVEN_OR_NOT_APPLICABLE","REJECTED","","Accessory, not an air conditioner."
"CATALOG_CANDIDATE_READY","TURKISH_COFFEE_MACHINE","Arzum","OK006 OKKA Minio Duo Bakır","DOMESTIC_TURKIYE_ROOTED_BRAND","B07QM7DF9T","https://www.amazon.com.tr/dp/B07QM7DF9T","ACTIVE_SEARCH_CARD_WITH_PRICE","3.207,46 TL","","","2026-09-05T01:04:54.443Z","https://www.arzum.com.tr/Data/EditorFiles/katalog/Arzum%20Ihracat%20Katalogu%202020-1%20LoRes.pdf","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
"CATALOG_CANDIDATE_READY","TURKISH_COFFEE_MACHINE","Arzum","OK0010 OKKA Minio Pro Bakır","DOMESTIC_TURKIYE_ROOTED_BRAND","B0844LSWD3","https://www.amazon.com.tr/dp/B0844LSWD3","ACTIVE_SEARCH_CARD_WITH_PRICE","2.599,00 TL","","","2026-09-05T01:04:54.443Z","https://www.arzum.com.tr/Data/EditorFiles/katalog/Arzum%20Ihracat%20Katalogu%202020-1%20LoRes.pdf","PROVEN_BY_EXACT_MANUFACTURER_TURKIYE_SURFACE_AND_AMAZON_TR_IDENTITY","EXACT_CATEGORY_IDENTITY_CONFIRMED","HIGH",""
