queue_id,subject_id,fact_key,priority,collection_status,preferred_source_type,assigned_method,attempt_count,last_attempt_at,result,notes
QUE-000151,CFG-000023,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000152,CFG-000023,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000153,CFG-000023,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000154,CFG-000024,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000155,CFG-000024,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000156,CFG-000024,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000157,CFG-000024,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000158,CFG-000024,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000159,CFG-000024,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000160,CFG-000024,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000161,CFG-000025,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000162,CFG-000025,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000163,CFG-000025,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000164,CFG-000025,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000165,CFG-000025,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000166,CFG-000025,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000167,CFG-000025,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000168,CFG-000026,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000169,CFG-000026,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000170,CFG-000026,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000171,CFG-000026,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000172,CFG-000026,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000173,CFG-000026,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000174,CFG-000026,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000175,CFG-000027,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000176,CFG-000027,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000177,CFG-000027,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000178,CFG-000027,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000179,CFG-000027,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000180,CFG-000027,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000181,CFG-000027,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000182,CFG-000028,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000183,CFG-000028,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000184,CFG-000028,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000185,CFG-000028,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000186,CFG-000028,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000187,CFG-000028,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000188,CFG-000028,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000189,CFG-000029,identity,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000190,CFG-000029,technical,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000191,CFG-000029,efficiency_or_range,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000192,CFG-000029,family_practicality,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000193,CFG-000029,rough_road,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,NOT_FOUND,SCALE_BATCH_01 stop condition; NOT_APPLICABLE. Missing non-material fields remain explicit.
QUE-000194,CFG-000029,equipment,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
QUE-000195,CFG-000029,source_provenance,P0,COMPLETE,A1_OFFICIAL_MARKET,WEB,1,46248,FOUND,SCALE_BATCH_01 stop condition; FOUND. Missing non-material fields remain explicit.
